ID,1750,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,Country Name,Country Code,Data Source,Spatial Scale,Unit,Metric,Technology Name
Telegraph Traffic_Total Number_DK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.203,0.238,0.316,0.357,0.42,0.525,0.553,0.6,0.65,0.763,0.887,0.941,0.937,0.916,0.969,1.087,1.161,1.192,1.247,1.252,1.256,1.25,1.293,1.525,1.495,1.503,1.629,1.637,1.765,1.758,1.811,1.796,1.86,1.953,2.057,2.154,2.125,2.245,2.323,2.406,2.582,2.728,2.908,2.982,3.177,3.302,3.527,3.76,3.787,4.517,4.56,4.593,3.834,3.814,5.593,5.175,4.555,4.4,4.76,4.733,4.721,4.509,4.475,4.46,4.614,4.311,3.969,3.452,3.432,3.221,3.16,3.214,3.166,3.169,3.388,1.609,1.583,1.748,3.917,4.156,3.296,4.134,4.26,4.436,4.491,4.577,4.535,4.31,4.781,4.864,4.755,4.605,4.488,4.27,4.294,4.364,4.262,4.196,4.183,4.046,4.176,4.03,3.839,3.627,3.396,2.942,2.623,1.954,1.838,1.672,1.481,1.361,1.268,1.07,0.997,0.943,0.844,0.71,0.638,0.588,0.331,0.309,0.455,0.421,0.401,0.338,,,,,,,,,,,,,,,,,,,Denmark,DK,CHAT,National,-,Total Number,Telegraph Traffic
Telegraph Traffic_Total Number_CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0038971,0.0150857,0.0326857,,,,,,,0.1093714,0.1332571,0.1244571,0.1408,,0.176,0.202,0.239,0.257,0.29,0.318,0.322,0.274,0.172,0.131,0.115,0.117,0.129,0.16,0.153,0.172,0.241,0.37,0.437,0.505,0.54,0.595,0.565,0.61,0.414,0.447,0.701,0.97,0.748,0.817,0.875,0.937,0.973,1.008,0.912,0.945,,,,,,,1.966,1.874,1.023,1.167,1.508,1.793,1.916,1.588,1.326,1.161,0.836,0.131,0.134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democratic Republic of the Congo,CD,CHAT,National,-,Total Number,Telegraph Traffic
Telegraph Traffic_Total Number_HU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.2,1.5,3.4,4.4,4.4,3.7,3.7,4.6,4.7,5.6,5.3,5.1,5.3,5.7,5.9,5.8,5.8,6.0,6.2,6.8,7.1,7.6,8.3,10.0,11.6,12.1,12.9,13.4,13.4,13.6,13.9,14.4,14.7,15.4,15.9,17.1,17.8,18.9,20.4,20.6,22.2,23.6,25.3,26.5,,30.7,41.4,44.8,42.3,,,10.6,14.7,10.5,5.0,4.7,4.9,5.3,5.0,5.0,5.0,4.5,3.4,2.6,2.4,2.3,2.3,2.4,2.6,2.9,3.7,4.7,7.1,8.6,,,,4.2,4.2,5.4,4.3,4.6,5.0,5.7,6.1,6.7,6.6,7.2,7.2,7.5,8.0,8.6,8.8,9.3,9.9,10.3,10.3,10.6,11.3,11.6,10.6,11.2,11.3,11.7,11.6,12.4,13.1,13.1,13.6,14.2,14.6,15.5,13.6,13.3,13.8,14.2,14.0,14.3,14.8,14.8,13.8,12.4,10.6,9.3,7.6,,,,,,,,,,,,,,,,Hungary,HU,CHAT,National,-,Total Number,Telegraph Traffic
Telegraph Traffic_Total Number_VE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,1.0,,1.2,1.7,2.0,2.4,1.9,,1.8,1.8,,,,,,,2.7,2.8,2.7,2.7,2.9,3.2,3.6,4.2,5.0,5.9,5.7,5.0,6.8,5.4,5.4,5.5,6.0,6.2,6.6,7.0,7.4,7.6,7.7,5.8,5.1,5.0,4.6,4.6,5.6,4.4,4.6,4.7,4.8,4.7,4.4,,,4.7,4.5,,,,,,3.6,3.3,3.0,3.2,2.9,2.9,2.9,2.4,2.2,2.1,2.0,,,,,,,,,,,,,,,,,Venezuela,VE,CHAT,National,-,Total Number,Telegraph Traffic
Telegraph Traffic_Total Number_UY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.7,0.7,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.7,0.6,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.8,0.8,1.0,1.1,1.2,1.4,1.4,1.5,1.6,1.7,1.7,1.8,1.8,1.8,1.9,1.9,1.9,1.9,2.0,2.0,2.1,2.1,,,,1.6,1.6,1.8,1.5,1.2,1.0,0.9,1.0,1.0,1.0,1.3,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uruguay,UY,CHAT,National,-,Total Number,Telegraph Traffic
Telegraph Traffic_Total Number_CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,,0.127,0.159,0.21,0.238,0.228,0.26,0.277,,,,,0.56,,,,,1.51,,,,,2.656,2.706,2.527,2.179,2.325,2.505,2.717,2.636,2.586,2.56,2.623,2.751,2.825,3.026,3.226,3.185,3.214,3.15,3.181,3.12,3.252,3.183,3.153,3.254,3.359,3.272,3.234,3.274,3.371,3.485,3.736,3.949,3.909,2.904,4.099,4.396,4.717,4.862,4.831,5.282,5.217,5.076,4.403,5.273,7.707,7.134,5.423,4.625,4.644,5.093,5.103,4.866,4.916,4.871,4.756,4.39,4.002,3.304,3.168,2.846,2.679,2.699,2.814,2.72,3.031,3.168,3.004,2.711,2.871,2.956,3.545,4.478,4.961,4.922,4.586,4.57,4.723,4.486,4.581,4.652,4.873,4.956,5.055,4.945,5.207,5.267,5.491,5.615,5.67,5.738,5.721,5.666,5.555,5.346,5.331,4.902,4.75,4.266,4.158,3.912,3.286,2.952,2.791,2.617,2.519,2.526,2.417,2.219,2.116,2.205,2.137,2.043,,,,,,,,,,,,,,,,,,,,,,,Switzerland,CH,CHAT,National,-,Total Number,Telegraph Traffic
Telegraph Traffic_Total Number_IE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,3.5,3.3,3.1,3.0,2.5,2.1,2.0,1.8,1.7,1.6,1.5,1.5,1.5,1.5,1.5,1.5,1.4,1.7,1.9,2.1,2.2,2.5,2.8,2.9,2.6,2.6,2.7,2.4,2.6,2.4,2.3,1.9,1.4,1.3,1.2,1.2,1.1,1.1,1.0,1.0,0.9,0.8,0.8,0.8,0.8,0.8,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.4,0.5,0.5,0.4,0.3,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Ireland,IE,CHAT,National,-,Total Number,Telegraph Traffic
Telegraph Traffic_Total Number_ZM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0127027,0.0156757,0.0216216,0.0262162,0.0305405,0.0435135,0.0578378,0.0640541,0.0754054,0.0627027,0.0675676,0.0702703,0.0643243,0.0751351,0.0778378,,,,,,,,0.17,0.191,0.229,0.269,0.301,0.352,0.372,0.426,,,,,,,,,,,0.538,,,,0.473,0.63,0.554,0.472,0.457,,,,,,,,,,,,,,,,0.755,,,,,,,,,,,,,,,,,,,,,Zambia,ZM,CHAT,National,-,Total Number,Telegraph Traffic
Telegraph Traffic_Total Number_NZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0181645,0.0329231,0.0510876,0.0658463,0.0900656,0.1396396,0.1858076,0.2414364,0.3193924,0.375778,0.4166481,0.4476791,0.476818,0.5483407,0.4938472,0.5445564,0.5941304,0.6051047,0.6259183,0.6713295,0.694792,0.6944135,0.6683021,0.6823038,0.7420954,0.7447443,0.720525,0.7833439,0.77464,0.8037789,0.953636,1.020239,1.120522,1.313142,1.475108,1.577284,1.725249,1.87889,1.952683,2.134328,2.420419,2.665261,2.810199,2.969517,3.164028,3.429684,3.763078,4.046898,4.097608,4.101013,4.115394,4.399214,4.575561,5.704409,5.298357,4.894575,5.113684,5.478487,5.855022,6.131274,6.195607,6.269778,6.645178,6.943,6.423,4.647,4.153,0.0003215,4.197,4.899,5.132,5.468,5.724,5.59,4.98,5.325,6.658,7.368,7.389,8.15,7.895,7.609,7.675,7.928,7.713,7.753,7.644,7.697,8.043,8.278,8.259,8.243,7.916,8.079,8.403,8.053,7.946,8.063,8.185,8.346,8.288,7.231,6.931,6.864,6.794,6.567,6.033,5.987,6.007,5.608,5.234,5.431,3.939,3.644,3.206,3.077546,2.676127,2.54232,2.007095,,,,,,,,,,,,,,,,,,,,,,,,,New Zealand,NZ,CHAT,National,-,Total Number,Telegraph Traffic
Telegraph Traffic_Total Number_SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.408,0.441,0.505,0.53,0.526,0.541,0.55,0.676,0.788,0.894,0.93,0.825,0.699,0.611,0.607,0.726,0.752,0.762,0.79,0.883,0.915,0.895,0.768,0.664,0.611,0.714,0.807,0.898,0.979,0.958,,,,,,1.467,,,,,,,,,1.582,,,1.314,,1.423,1.604,1.728,1.681,2.024,2.258,,2.494,,2.922,1.719,1.836,1.772,1.667,1.705,1.737,1.727,1.544,1.548,1.453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sudan,SD,CHAT,National,-,Total Number,Telegraph Traffic
Telegraph Traffic_Total Number_RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.396,0.471,0.458,,0.617,0.653,0.888,0.885,0.885,0.901,0.97,1.018,1.078,1.172,1.083,1.169,1.176,1.233,1.332,1.417,1.563,1.629,1.814,1.996,1.463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Serbia,RS,CHAT,National,-,Total Number,Telegraph Traffic
Telegraph Traffic_Total Number_CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.003,3.371,,3.674,3.518,3.922,,,6.272,5.058,5.184,6.4,9.088,9.678,10.442,9.454,10.531,13.655,19.142,,11.29,11.28,13.65,12.04,16.68,15.64,17.36,19.19,15.33,32.24,57.4,92.22,83.13,68.91,57.38,56.32,52.77,53.61,59.0,55.0,59.52,65.41,76.51,91.3,98.46,103.17,112.34,117.57,126.19,127.48,134.95,146.63,159.38,160.71,180.75,174.14,219.98,211.09,250.27,312.24,29.73,26.818,29.068,28.189,25.166,,,,,,,,,,,,,,,,China,CN,CHAT,National,-,Total Number,Telegraph Traffic
Telegraph Traffic_Total Number_PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.326,,,,,,,1.253,1.246,3.481,3.604,4.122,3.763,4.793,5.557,5.582,5.551,,,,,,,,,,1.819,1.593,,,,,,0.193,,,2.629,,2.124,2.289,2.755,3.401,4.187,,,5.273,6.318,4.061,3.923,4.433,4.716,5.133,4.812,5.044,4.688,2.837,2.769,4.81,4.337,4.081,3.803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philippines,PH,CHAT,National,-,Total Number,Telegraph Traffic
Telegraph Traffic_Total Number_DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.05,0.07,0.15,0.21,0.32,0.35,0.44,0.53,0.57,0.73,0.81,0.98,1.32,1.75,2.65,3.37,4.26,5.16,6.07,8.66,8.88,9.71,10.8,10.7,11.0,10.6,11.3,11.4,12.4,13.5,14.3,14.8,15.2,15.7,15.8,16.9,17.9,19.7,21.3,22.2,24.5,26.0,27.8,28.6,32.0,32.4,34.1,36.3,38.3,39.7,38.9,38.4,39.3,40.2,42.7,43.6,45.8,45.0,46.8,48.2,49.6,52.3,52.3,,,,,,,82.8,79.6,81.5,63.2,57.1,42.7,47.3,43.7,45.0,41.1,37.5,31.7,25.1,21.3,20.8,19.3,19.0,19.7,19.4,26.5,29.8,35.9,,,,,,,,,17.6,18.3,17.0,17.6,18.3,18.3,18.3,18.9,20.2,19.5,20.2,20.8,20.2,20.8,20.2,20.2,19.5,18.3,16.4,15.8,15.8,15.1,13.2,11.3,10.7,10.1,9.5,8.8,8.8,8.2,8.2,8.2,7.6,6.3,6.0,5.9,5.7,5.4,5.3,5.2,5.1,6.3,,,,,,,,,,,,,,,,,,Germany,DE,CHAT,National,-,Total Number,Telegraph Traffic
Telegraph Traffic_Total Number_CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,1.9,,2.9,,3.2,3.4,,,,,4.2,4.2,5.0,,5.0,7.8,8.1,7.2,5.7,4.7,4.8,5.4,5.6,5.7,5.4,6.2,6.4,6.3,6.6,7.3,7.8,8.0,9.1,9.8,10.0,10.0,11.0,8.9,8.8,8.7,8.1,9.6,8.0,,,,8.0,8.6,8.0,8.7,10.0,,12.0,12.0,13.0,13.0,14.0,17.0,17.0,18.0,19.0,19.0,21.0,20.0,20.0,22.0,21.0,20.0,21.0,24.0,21.0,22.0,22.0,20.0,18.0,,,,,,,,,,,,,,,,,,,,,,Colombia,CO,CHAT,National,-,Total Number,Telegraph Traffic
Telegraph Traffic_Total Number_VNM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,0.767,1.025,0.815,0.651,0.608,0.657,0.639,0.623,0.666,0.683,0.713,0.811,,,,1.364,1.339,1.155,1.133,1.254,1.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South Vietnam,VNM,CHAT,National,-,Total Number,Telegraph Traffic
Telegraph Traffic_Total Number_TR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.464,6.998,9.898,7.892,6.781,6.414,5.836,5.296,5.508,5.952,6.973,6.062,6.562,7.769,8.636,9.14,10.317,11.207,12.539,11.118,11.195,8.081,6.422,6.252,6.654,7.609,8.44,7.786,9.904,11.962,10.384,11.105,,11.913,10.311,9.755,9.984,9.485,8.775,9.025,8.98,9.629,10.69,11.668,12.356,10.708,10.136,11.049,11.771,12.349,14.076,13.711,13.975,14.148,14.875,12.37,12.788,12.862,12.045,9.335,8.195,7.958,6.673,5.705,4.883,5.332,5.1,4.928,4.468,4.441,4.711,3.384,2.564,,,,,,,,,,,Turkey,TR,CHAT,National,-,Total Number,Telegraph Traffic
Telegraph Traffic_Total Number_ZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.046,0.071,0.127,0.183,0.285,0.303,0.398,0.542,0.621,0.68,0.741,0.798,0.771,0.851,1.064,1.376,1.292,1.317,2.189475,2.25825,2.2137,2.5685,3.28525,3.5253,3.527,4.227,9.496,11.213,12.094,10.535,9.05,8.216,8.422,7.177,6.599,6.517,,5.119,5.629,5.864,5.999,6.166,5.693,6.175,6.62,7.231,6.995,6.091,5.52,5.381,5.453,5.905,6.056,6.088,6.212,6.305,6.671,5.974,5.318,4.786,5.449,6.243,6.637,7.429,7.489,7.264,7.269,8.207,9.69,9.722,10.185,9.958,11.124,11.638,11.58,12.495,12.434,12.578,13.179,12.869,12.782,13.009,13.069,12.287,12.352,11.675,11.419,11.138,10.943,11.024,11.478,12.189,12.343,12.576,12.812,13.264,14.076,14.822,13.258,13.035,13.151,13.544,12.843,12.187,11.841,11.571,11.776,10.969,11.422,9.457,9.079,9.06,8.881,8.705,7.922,7.531,7.188,6.367,6.209,5.971,,,,,,,,,,,,,,,,South Africa,ZA,CHAT,National,-,Total Number,Telegraph Traffic
Telegraph Traffic_Total Number_AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,2.7,3.0,3.0,3.0,3.4,3.2,3.4,2.4,2.7,2.7,5.5,5.9,6.1,6.6,7.7,8.0,8.8,9.7,8.8,8.8,,,,,,,,,9.7,11.4,11.4,11.4,,7.3,,,9.7,6.2,6.2,8.1,8.5,8.6,8.8,9.7,10.0,11.0,11.0,13.0,14.0,15.0,17.0,19.0,22.0,23.0,24.0,24.0,21.0,21.0,23.0,24.0,24.0,23.0,25.0,22.0,23.0,22.0,19.0,19.0,20.0,19.0,17.0,16.0,15.0,16.0,15.0,16.0,16.0,18.0,19.0,17.0,13.0,13.0,12.0,13.0,14.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Argentina,AR,CHAT,National,-,Total Number,Telegraph Traffic
Telegraph Traffic_Total Number_JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0031667,0.0116111,0.019,0.081,0.186,0.351,0.518,0.678,0.853,1.028,1.647,2.027,2.571,2.963,2.663,2.699,2.641,2.509,2.754,2.799,3.578,4.211,4.624,5.36,6.444,8.121,9.098,10.858,13.98,14.867,14.102,16.234,15.874,17.212,18.428,19.866,22.098,23.03,26.197,26.282,26.593,28.64,31.854,33.026,32.876,33.684,34.555,41.55,53.575,60.384,76.827,70.925,,71.766,70.075,70.1,69.788,68.238,68.302,66.192,64.772,58.133,56.159,59.793,57.632,60.295,63.616,57.945,73.875,77.067,76.109,81.002,77.413,75.268,85.728,71.531,45.31,62.745,68.773,75.599,80.874,87.063,99.319,93.484,95.673,87.739,84.695,88.96597,89.53475,91.40405,92.658,94.702,99.078,95.832,100.497,92.948,87.844,84.144,80.604,75.535,72.018,69.558,66.747,58.868,51.401,49.333,48.179,44.683,41.43,41.548,43.085,42.879,43.57,44.681,45.695,42.661,41.445,40.644,41.507,,,,,,,,,,,,,,,,,,,,,,Japan,JP,CHAT,National,-,Total Number,Telegraph Traffic
